from	to	interaction_count	edge_betweenness
1467	4007	1	5.11282194270971
1467	5492	0.58	15.4559653512013
1467	5528	1	2.74312344278852
1467	5555	0.76	3.57790283596131
1467	6246	1	2.73167655634163
1467	6909	1	3.62239139705647
1467	7103	0.54	25.9873649424399
1467	7132	0.5	8.20702758417666
1467	9455	1	5.11282194270971
1467	10176	1	2.26257810816634
1467	10207	0.98	5.94492575612718
1467	10664	0.6	11.0847472672276
1467	11220	1	2.70451066391469
1467	11276	1	4.94571803122872
1467	11390	1	5.40824913629981
1467	12131	1	2.73167655634163
1593	1970	1	4.32612008867814
1593	2170	1	2.78130810898213
1593	2450	1	2.39551293073801
1593	2843	1	10.1791007574635
1593	3228	0.68	5.23626239352046
1593	3581	1	7.3013473216798
1593	3971	1	3.31801857365962
1593	8370	1	12.9522275738663
1593	12279	0.98	17.4362395470584
1715	1967	0.81	6.42383428704535
1715	3332	0.8	7.51910019225386
1715	6246	0.94	8.23238005281678
1715	6909	0.52	6.62805817806992
1715	7103	0.56	16.2867840554877
1715	10176	0.82	4.66934359063019
1715	10207	0.62	7.38447204716145
1715	12239	0.51	17.8619002373429
1715	11220	0.54	8.14275624008682
1715	12131	0.81	8.23238005281678
1763	2217	0.99	1
1763	3453	1	1
1763	3627	1	7.94007936507936
1763	3826	1	1
1763	5233	1	1
1763	5819	0.98	1
1763	5942	1	1
1763	6086	1	1
1763	6096	1	1
1763	6993	0.99	3.79166666666667
1763	7232	1	1
1763	8153	1	6.83066378066378
1763	9052	0.99	3.79166666666667
1763	10088	1	7.94007936507936
1763	12727	1	1
1837	3606	0.66	6.38260163749294
1837	4040	0.7	11.9414773807727
1837	4581	0.86	10.3734848484848
1837	6353	0.97	26.177061519081
1837	12785	0.64	32.9584015257861
1967	1970	1	5.09201470207662
1967	3228	0.97	5.74773555247206
1967	3581	0.78	7.83474851371103
1967	5492	1	4.07359184038165
1967	5555	0.88	8.96060125717997
1967	6894	0.96	20.8552996733652
1967	7103	1	7.29206422727832
1967	7132	0.94	5.49258343334935
1967	8370	0.77	12.7358524850857
1967	10176	0.77	13.2712267904184
1967	10207	0.76	6.09894980790374
1967	12239	1	8.4342233762045
1970	2450	0.87	10.101761205094
1970	3228	1	8.7388239364439
1970	3581	1	5.98398140654333
1970	5492	0.99	8.76310773309612
1970	7103	0.99	14.7543929799735
1970	8370	1	9.56676236182815
1970	12239	0.92	13.1856311062193
2002	2170	0.83	17.7011828672323
2002	2735	0.99	5.30922381335052
2002	2843	0.86	9.32998079751525
2002	2921	1	1.66632646838381
2002	3332	0.97	7.10041211053666
2002	3888	0.85	44.9551064913487
2002	3971	0.69	16.5997824173025
2002	3990	0.97	2.90027990717092
2002	4007	0.99	5.59244999963476
2002	5208	0.99	4.94291071596452
2002	5528	0.99	5.73568088091771
2002	5555	0.61	10.640647784748
2002	6246	0.99	6.01127946217666
2002	6909	0.99	6.2859751634093
2002	7977	1	4.18917317262265
2002	9437	0.83	42.9538610981876
2002	9455	0.98	5.59244999963477
2002	10014	0.98	4.47287264016276
2002	10176	0.9	9.43705066381674
2002	10664	0.65	16.2663394234685
2002	11220	0.91	15.8395986778052
2002	11276	0.99	5.1695895967769
2002	12279	0.96	8.38996619083017
2002	11390	0.98	6.54454641270679
2002	12131	0.98	6.01127946217666
2002	12537	1	4.18917317262265
2067	2893	0.98	38.0710284596144
2067	3046	0.89	8.3351454101454
2067	6007	0.82	8.2746030476957
2067	8203	0.98	9.87625152625152
2067	9917	0.66	6.87424242424242
2067	11011	0.99	5.30633826136497
2067	12746	0.64	5.24166666666667
2067	12785	0.83	8.50314962814963
2170	2450	1	2.28583959899749
2170	2843	1	4.23089181265261
2170	2921	0.98	17.5063550751509
2170	3228	0.6	4.40369674185464
2170	3581	0.88	13.4406635230483
2170	3971	1	1.72142857142857
2170	8370	0.7	20.0544229347791
2170	10014	0.8	9.58520778278533
2170	12279	1	7.22106459861172
2217	3453	1	1
2217	3627	0.99	7.94007936507936
2217	3826	0.99	1
2217	5233	0.99	1
2217	5819	1	1
2217	5942	0.99	1
2217	6086	0.99	1
2217	6096	0.99	1
2217	6993	0.99	3.79166666666667
2217	7232	0.99	1
2217	8153	0.99	6.83066378066378
2217	9052	0.99	3.79166666666667
2217	10088	1	7.94007936507936
2217	12727	0.99	1
2450	2843	0.98	7.5675121875516
2450	2921	0.86	24.5452557394629
2450	3228	0.74	3.86755368814192
2450	3581	0.97	10.4260357024364
2450	3971	1	1.58667614983404
